Stance;Text;Title
q;@MarinaVikto @mod_russia И чем Вы можете подтвердить, что на подписях к фото - правда?;#СИРИЯ Минобороны России публикует неоспоримое подтверждение обеспечения Соединенными Штатами прикрытия боеспособны… https://t.co/auTz1EBYX0
q;@MarinaVikto @mod_russia А меня это не интересует. Что там с враньем Минобороны, Марина?;#СИРИЯ Минобороны России публикует неоспоримое подтверждение обеспечения Соединенными Штатами прикрытия боеспособны… https://t.co/auTz1EBYX0
q;@mod_russia на последней точно не тараканы в районной российской больницы?;#СИРИЯ Минобороны России публикует неоспоримое подтверждение обеспечения Соединенными Штатами прикрытия боеспособны… https://t.co/auTz1EBYX0
q;@mod_russia А это из какой компьютерной игры взято?;#СИРИЯ Минобороны России публикует неоспоримое подтверждение обеспечения Соединенными Штатами прикрытия боеспособны… https://t.co/auTz1EBYX0
q;@MarinaVikto @mod_russia На кой чёрт нужно размыливать неопровержимое доказательство?;#СИРИЯ Минобороны России публикует неоспоримое подтверждение обеспечения Соединенными Штатами прикрытия боеспособны… https://t.co/auTz1EBYX0
q;@MarinaVikto @mod_russia А мнение Минобороны - и Ваше мнение - на чем основано? На фотографиях? Фотографиях чего? В… https://t.co/U2NsI6DjCi;#СИРИЯ Минобороны России публикует неоспоримое подтверждение обеспечения Соединенными Штатами прикрытия боеспособны… https://t.co/auTz1EBYX0
q;@crass010 @mod_russia Это вообще другое фото, у вас со зрением как?;#СИРИЯ Минобороны России публикует неоспоримое подтверждение обеспечения Соединенными Штатами прикрытия боеспособны… https://t.co/auTz1EBYX0
q;@mod_russia Так почему нельзя как положено по уставу ,накрыть.?;#СИРИЯ Минобороны России публикует неоспоримое подтверждение обеспечения Соединенными Штатами прикрытия боеспособны… https://t.co/auTz1EBYX0
q;@xujovyj_voznes @mod_russia Вы с детского сада, или со зрением что?! 😂;#СИРИЯ Минобороны России публикует неоспоримое подтверждение обеспечения Соединенными Штатами прикрытия боеспособны… https://t.co/auTz1EBYX0
q;@mod_russia Из какой игры скриншоты?;#СИРИЯ Минобороны России публикует неоспоримое подтверждение обеспечения Соединенными Штатами прикрытия боеспособны… https://t.co/auTz1EBYX0
q;@PaulFCDD @DVerkhovskiy @mod_russia Мальчик, тебе чего?;#СИРИЯ Минобороны России публикует неоспоримое подтверждение обеспечения Соединенными Штатами прикрытия боеспособны… https://t.co/auTz1EBYX0
q;@mod_russia это..разработчики..игры..берут..снимки..МО..для..создания..своих..игр..не.?;#СИРИЯ Минобороны России публикует неоспоримое подтверждение обеспечения Соединенными Штатами прикрытия боеспособны… https://t.co/auTz1EBYX0
q;@MarinaVikto @mod_russia Что же Вы видите на опубликованных фото? Расскажите подробней.;#СИРИЯ Минобороны России публикует неоспоримое подтверждение обеспечения Соединенными Штатами прикрытия боеспособны… https://t.co/auTz1EBYX0
q;@MarinaVikto @mod_russia Марина, не увиливайте от ответов. Вы фотки внимательно разглядели? Что на них изображено?;#СИРИЯ Минобороны России публикует неоспоримое подтверждение обеспечения Соединенными Штатами прикрытия боеспособны… https://t.co/auTz1EBYX0
q;@mod_russia новую игру прошли?;#СИРИЯ Минобороны России публикует неоспоримое подтверждение обеспечения Соединенными Штатами прикрытия боеспособны… https://t.co/auTz1EBYX0
q;@EricHurtmann @MarinaVikto @DVerkhovskiy @mod_russia И чё этим хотел сказать?;#СИРИЯ Минобороны России публикует неоспоримое подтверждение обеспечения Соединенными Штатами прикрытия боеспособны… https://t.co/auTz1EBYX0
q;@EricHurtmann @MarinaVikto @DVerkhovskiy @mod_russia ЧИТАЙТЕ ВНИМАТЕЛЬНЕЕ: А ПОЧЕМУ ОСТАЁТСЯ ТАМ?! Английские БТРы,… https://t.co/VZMTGF04HL;#СИРИЯ Минобороны России публикует неоспоримое подтверждение обеспечения Соединенными Штатами прикрытия боеспособны… https://t.co/auTz1EBYX0
q;@MarinaVikto @mod_russia Что? Сдаетесь? Странно, обычно защитники Шойгу хоть что-то пытаются ответить по существу предмета.;#СИРИЯ Минобороны России публикует неоспоримое подтверждение обеспечения Соединенными Штатами прикрытия боеспособны… https://t.co/auTz1EBYX0
q;@MarinaVikto @mod_russia Официальное заявление? Официальное. От Минобороны? От Минобороны. Враньё? Если Минобороны… https://t.co/UTQBQP3dWx;#СИРИЯ Минобороны России публикует неоспоримое подтверждение обеспечения Соединенными Штатами прикрытия боеспособны… https://t.co/auTz1EBYX0
q;@mod_russia Ребята, а вы не в курсе, что вы спиздили скриншот из компьютерной игры 2008 года, извиняюсь за мат?;#СИРИЯ Минобороны России публикует неоспоримое подтверждение обеспечения Соединенными Штатами прикрытия боеспособны… https://t.co/auTz1EBYX0
q;@ScottsHumor @mod_russia Может просто люди знают, что и вы в ольгино и сми пиздаболы?;#СИРИЯ Минобороны России публикует неоспоримое подтверждение обеспечения Соединенными Штатами прикрытия боеспособны… https://t.co/auTz1EBYX0
q;@MarinaVikto @mod_russia Зачем показывать неспециалистам то, в чём невозможно разглядеть ровно ничего кроме общих черт объектов?;#СИРИЯ Минобороны России публикует неоспоримое подтверждение обеспечения Соединенными Штатами прикрытия боеспособны… https://t.co/auTz1EBYX0
q;@MarinaVikto @mod_russia То есть Вы даже ни одного моего аргумента вспомнить не можете? А с Вами действительно заба… https://t.co/kYShILp4mL;#СИРИЯ Минобороны России публикует неоспоримое подтверждение обеспечения Соединенными Штатами прикрытия боеспособны… https://t.co/auTz1EBYX0
q;@MarinaVikto @mod_russia Далее - как Вы опознали, что на фото - «территория, подконтрольная военным США»? Это очень интересно, расскажите.;#СИРИЯ Минобороны России публикует неоспоримое подтверждение обеспечения Соединенными Штатами прикрытия боеспособны… https://t.co/auTz1EBYX0
q;"@MarinaVikto @mod_russia «Доказательства» США меня не интересуют - я не американский налогоплательщик. А Вы? 
Меня… https://t.co/SrjoMamADL";#СИРИЯ Минобороны России публикует неоспоримое подтверждение обеспечения Соединенными Штатами прикрытия боеспособны… https://t.co/auTz1EBYX0
q;@VUglov @mod_russia Качество вполне приемлемое. А ещё, я читать умею и понимаю что читаю, а вы?;#СИРИЯ Минобороны России публикует неоспоримое подтверждение обеспечения Соединенными Штатами прикрытия боеспособны… https://t.co/auTz1EBYX0
q;@mod_russia @ARTEM_KLYUSHIN Что за игра???;#СИРИЯ Минобороны России публикует неоспоримое подтверждение обеспечения Соединенными Штатами прикрытия боеспособны… https://t.co/auTz1EBYX0
q;@milenial7 @mod_russia А по факту у вас что-нибудь есть? Без рекламы игр?;#СИРИЯ Минобороны России публикует неоспоримое подтверждение обеспечения Соединенными Штатами прикрытия боеспособны… https://t.co/auTz1EBYX0
q;@mod_russia Фото сделано на Nokia 3310?;#СИРИЯ Минобороны России публикует неоспоримое подтверждение обеспечения Соединенными Штатами прикрытия боеспособны… https://t.co/auTz1EBYX0
q;@BorodaSeraya Голос шама? А остальное это, что за СМИ? Зачем мне ваши картинки? 😂 Я видела как встречают российских… https://t.co/P6S0HAYmmN;#СИРИЯ Минобороны России публикует неоспоримое подтверждение обеспечения Соединенными Штатами прикрытия боеспособны… https://t.co/auTz1EBYX0
q;@MarinaVikto @mod_russia Ну раз Вы сами признаете, что фото неверные, то зачем Вы на них ссылаетесь тогда? https://t.co/Qh07V9RV1h;#СИРИЯ Минобороны России публикует неоспоримое подтверждение обеспечения Соединенными Штатами прикрытия боеспособны… https://t.co/auTz1EBYX0
q;@MarinaVikto @DVerkhovskiy @mod_russia Ты что, ебнутая? Мы в твиттере, я ответил на твой твит.;#СИРИЯ Минобороны России публикует неоспоримое подтверждение обеспечения Соединенными Штатами прикрытия боеспособны… https://t.co/auTz1EBYX0
q;@Rizzi228 @DVerkhovskiy @mod_russia Вы думать умеете?;#СИРИЯ Минобороны России публикует неоспоримое подтверждение обеспечения Соединенными Штатами прикрытия боеспособны… https://t.co/auTz1EBYX0
q;@angstrem751 @mod_russia Ты уже до Киева за 3 дня дошёл? Или всё никак не найдёшь где с лопаты поесть?;#СИРИЯ Минобороны России публикует неоспоримое подтверждение обеспечения Соединенными Штатами прикрытия боеспособны… https://t.co/auTz1EBYX0
q;@MarinaVikto @mod_russia Вы сколько террористов на фотках Минобороны насчитали, Марина? А сколько бойцов ЧВК Вагнер… https://t.co/7ySZu4ZXVA;#СИРИЯ Минобороны России публикует неоспоримое подтверждение обеспечения Соединенными Штатами прикрытия боеспособны… https://t.co/auTz1EBYX0
q;@MarinaVikto @mod_russia Не отвлекайтсь, Марина! Где фото были сделаны?;#СИРИЯ Минобороны России публикует неоспоримое подтверждение обеспечения Соединенными Штатами прикрытия боеспособны… https://t.co/auTz1EBYX0
q;@mod_russia Немножко погуглили и нашли новые картинки? Теперь из какой игры?;#СИРИЯ Минобороны России публикует неоспоримое подтверждение обеспечения Соединенными Штатами прикрытия боеспособны… https://t.co/auTz1EBYX0
q;@MarinaVikto @mod_russia Подписи - на совести сотрудников Минобороны, а на фото хоть какие-то факты должны быть видны. Какие?;#СИРИЯ Минобороны России публикует неоспоримое подтверждение обеспечения Соединенными Штатами прикрытия боеспособны… https://t.co/auTz1EBYX0
q;@VUglov @mod_russia Третий раз? Василий вы как в школе учились? Почитайте переписку.;#СИРИЯ Минобороны России публикует неоспоримое подтверждение обеспечения Соединенными Штатами прикрытия боеспособны… https://t.co/auTz1EBYX0
q;@VUglov @mod_russia А вы что-то опровергли в этом заявлении? 😂 😂;#СИРИЯ Минобороны России публикует неоспоримое подтверждение обеспечения Соединенными Штатами прикрытия боеспособны… https://t.co/auTz1EBYX0
q;@MarinaVikto @mod_russia Марина, так где же «неоспоримые факты» о которых Вы так горячо говорите? На фото? Вот и ра… https://t.co/mNDCFytaj7;#СИРИЯ Минобороны России публикует неоспоримое подтверждение обеспечения Соединенными Штатами прикрытия боеспособны… https://t.co/auTz1EBYX0
q;@VUglov @mod_russia Вы не видите фото и не понимаете, что там написано?;#СИРИЯ Минобороны России публикует неоспоримое подтверждение обеспечения Соединенными Штатами прикрытия боеспособны… https://t.co/auTz1EBYX0
q;@mod_russia @ElenaOxara2 А предыдущего публикатора уже сожгли?;#СИРИЯ Минобороны России публикует неоспоримое подтверждение обеспечения Соединенными Штатами прикрытия боеспособны… https://t.co/auTz1EBYX0
q;@MarinaVikto @mod_russia Марина, не отвлекайтесь! Объясните, пожалуйста, где были сделаны эти фотки и как Вы это определили?;#СИРИЯ Минобороны России публикует неоспоримое подтверждение обеспечения Соединенными Штатами прикрытия боеспособны… https://t.co/auTz1EBYX0
q;@mod_russia из игры выложили фотки? ну дак разберитесь, КТО У ВАС ЭТИМ ЗАНИМАЕТСЯ ......а то это какой то позор .;#СИРИЯ Минобороны России публикует неоспоримое подтверждение обеспечения Соединенными Штатами прикрытия боеспособны… https://t.co/auTz1EBYX0
q;@VUglov @mod_russia Что итак? 😂;#СИРИЯ Минобороны России публикует неоспоримое подтверждение обеспечения Соединенными Штатами прикрытия боеспособны… https://t.co/auTz1EBYX0
q;@MarinaVikto @mod_russia а где тут правда? Эти пятнистые фото что-то доказывают? 😂😂😂🤦‍♂️;#СИРИЯ Минобороны России публикует неоспоримое подтверждение обеспечения Соединенными Штатами прикрытия боеспособны… https://t.co/auTz1EBYX0
q;@mod_russia А, что в минобороне ракеты кончились?;#СИРИЯ Минобороны России публикует неоспоримое подтверждение обеспечения Соединенными Штатами прикрытия боеспособны… https://t.co/auTz1EBYX0
q;"@mod_russia А на эти фото, что скажут любители ""правды"" и американских фейков?";#СИРИЯ Минобороны России публикует неоспоримое подтверждение обеспечения Соединенными Штатами прикрытия боеспособны… https://t.co/auTz1EBYX0
q;@mod_russia Почему элементы интерфейса размыты вместе с самим фото?;#СИРИЯ Минобороны России публикует неоспоримое подтверждение обеспечения Соединенными Штатами прикрытия боеспособны… https://t.co/auTz1EBYX0
q;@mod_russia Из какой игры кадры!?;#СИРИЯ Минобороны России публикует неоспоримое подтверждение обеспечения Соединенными Штатами прикрытия боеспособны… https://t.co/auTz1EBYX0
q;@mod_russia Единожды соврамши, кто вам поверит, пидарасам.;#СИРИЯ Минобороны России публикует неоспоримое подтверждение обеспечения Соединенными Штатами прикрытия боеспособны… https://t.co/auTz1EBYX0
q;@mod_russia что там изображено? Уверен только в том, что это не фото Марса, так аак в РФ отсталая космическая программа.;#СИРИЯ Минобороны России публикует неоспоримое подтверждение обеспечения Соединенными Штатами прикрытия боеспособны… https://t.co/auTz1EBYX0
q;@mod_russia Скриншоты из игры?;#СИРИЯ Минобороны России публикует неоспоримое подтверждение обеспечения Соединенными Штатами прикрытия боеспособны… https://t.co/auTz1EBYX0
q;@Pate_82 @MarinaVikto @DVerkhovskiy @mod_russia А что собсно вы мне доказываете?;#СИРИЯ Минобороны России публикует неоспоримое подтверждение обеспечения Соединенными Штатами прикрытия боеспособны… https://t.co/auTz1EBYX0
q;@mod_russia @lyak_elya Бля, че опять? Узбагойтесь);#СИРИЯ Минобороны России публикует неоспоримое подтверждение обеспечения Соединенными Штатами прикрытия боеспособны… https://t.co/auTz1EBYX0
q;@MarinaVikto @mod_russia Единожды солгавши, кто тебе поверит? (с);#СИРИЯ Минобороны России публикует неоспоримое подтверждение обеспечения Соединенными Штатами прикрытия боеспособны… https://t.co/auTz1EBYX0
q;@MarinaVikto @mod_russia Это ты смотря в зеркало нашлепала или реально нечем...?;#СИРИЯ Минобороны России публикует неоспоримое подтверждение обеспечения Соединенными Штатами прикрытия боеспособны… https://t.co/auTz1EBYX0
q;@MarinaVikto @mod_russia А что Вы видите на этих фото, Марина? Расскажите нам.;#СИРИЯ Минобороны России публикует неоспоримое подтверждение обеспечения Соединенными Штатами прикрытия боеспособны… https://t.co/auTz1EBYX0
q;@MarinaVikto Почему #США ничего не делают? США освободили от #ИГИЛ много городов и уничтожили большинство террорист… https://t.co/PsACRYV9sf;#СИРИЯ Минобороны России публикует неоспоримое подтверждение обеспечения Соединенными Штатами прикрытия боеспособны… https://t.co/auTz1EBYX0
q;@MarinaVikto @mod_russia Зачем мне «доказательства» в отношении чьих-то политиков? Я гражданин России, меня деятель… https://t.co/DEQUuCa4uc;#СИРИЯ Минобороны России публикует неоспоримое подтверждение обеспечения Соединенными Штатами прикрытия боеспособны… https://t.co/auTz1EBYX0
q;@MarinaVikto @mod_russia И какие координаты написаны, Марина? Или Вы их не можете прочитать? Вроде же писали, что читать умеете…;#СИРИЯ Минобороны России публикует неоспоримое подтверждение обеспечения Соединенными Штатами прикрытия боеспособны… https://t.co/auTz1EBYX0
q;@mod_russia Что за картинки, на которых вообще не понятно - кто,где и когда?;#СИРИЯ Минобороны России публикует неоспоримое подтверждение обеспечения Соединенными Штатами прикрытия боеспособны… https://t.co/auTz1EBYX0
q;@crass010 @bell_mess @mod_russia Пропагандисты госдепа.. Вы тоже это признаете. От моего патриотизма пострадали тол… https://t.co/Rln8VBoQ0E;#СИРИЯ Минобороны России публикует неоспоримое подтверждение обеспечения Соединенными Штатами прикрытия боеспособны… https://t.co/auTz1EBYX0
q;@MarinaVikto @mod_russia И как проверить, что на подписях - не вранье, в очередной раз? На самих фото что можно разглядеть?;#СИРИЯ Минобороны России публикует неоспоримое подтверждение обеспечения Соединенными Штатами прикрытия боеспособны… https://t.co/auTz1EBYX0
q;@putinxuylo1952 @mod_russia Как называется игра?;#СИРИЯ Минобороны России публикует неоспоримое подтверждение обеспечения Соединенными Штатами прикрытия боеспособны… https://t.co/auTz1EBYX0
q;@OppositionToUS @mod_russia И в новостях тоже они?;#СИРИЯ Минобороны России публикует неоспоримое подтверждение обеспечения Соединенными Штатами прикрытия боеспособны… https://t.co/auTz1EBYX0
q;@MarinaVikto @mod_russia Читаю, конечно. А Вы способны собственные утверждения обосновать, Марина? Ну хоть одно?;#СИРИЯ Минобороны России публикует неоспоримое подтверждение обеспечения Соединенными Штатами прикрытия боеспособны… https://t.co/auTz1EBYX0
q;@mod_russia красиво игра выглядит. покупаю. вы с разработчиками в доле?;#СИРИЯ Минобороны России публикует неоспоримое подтверждение обеспечения Соединенными Штатами прикрытия боеспособны… https://t.co/auTz1EBYX0
q;@MarinaVikto @mod_russia Это Вы с американцами обсуждайте, мне их заявлени не интересны. Вы смогли посмотреть на фотки Минобороны?;#СИРИЯ Минобороны России публикует неоспоримое подтверждение обеспечения Соединенными Штатами прикрытия боеспособны… https://t.co/auTz1EBYX0
q;"@mod_russia На этот раз это конвой из ""Безумного Макса"" ? https://t.co/ouPaaOjRD4";#СИРИЯ Минобороны России публикует неоспоримое подтверждение обеспечения Соединенными Штатами прикрытия боеспособны… https://t.co/auTz1EBYX0
q;@mod_russia Что за стратегия в этот раз, а, ватные ебланы?;#СИРИЯ Минобороны России публикует неоспоримое подтверждение обеспечения Соединенными Штатами прикрытия боеспособны… https://t.co/auTz1EBYX0
q;"@iremeslo @demon__75 Дайте хороший срок типичному герою новороссии из питера!
Или его только награждают? https://t.co/8spCfAgkg1";В Госдуму внесли законопроект об усилении наказания за жестокое обращение с животными. Давно пора - способный убить… https://t.co/QUObVoKjqN
q;@iremeslo То есть, усилят сроки за то, что обижаешь депутатов, ментов, Собчак, амеров ?;В Госдуму внесли законопроект об усилении наказания за жестокое обращение с животными. Давно пора - способный убить… https://t.co/QUObVoKjqN
q;@iremeslo Чего ж так тянули долго?! Как вообще садизм, педофилию можно оправдать, искупить, осознать. Эти люди- ген… https://t.co/yATTA6m0vo;В Госдуму внесли законопроект об усилении наказания за жестокое обращение с животными. Давно пора - способный убить… https://t.co/QUObVoKjqN
q;"@iremeslo какие ""хорошие сроки"" можно ожидать за убийство животного, если у нас за убийство людей, детей (!!)  дают года ТРИ?!";В Госдуму внесли законопроект об усилении наказания за жестокое обращение с животными. Давно пора - способный убить… https://t.co/QUObVoKjqN
q;@iremeslo Реальные??? Свежо придание...😒;В Госдуму внесли законопроект об усилении наказания за жестокое обращение с животными. Давно пора - способный убить… https://t.co/QUObVoKjqN
q;"@RT_russian выявили?
- а что это изменит?";Выявлены факты взаимодействия ИГ и коалиции США в Сирии — Минобороны https://t.co/LP7RycSjqO https://t.co/4A50Yz8AeZ
q;@RT_russian Это новость с этой https://t.co/8aGIc7irOL как должны увязываться?;Выявлены факты взаимодействия ИГ и коалиции США в Сирии — Минобороны https://t.co/LP7RycSjqO https://t.co/4A50Yz8AeZ
q;@RT_russian @QurinJury Вот это новость! Причём срочная! Бгг! Да это все знают! И вы в том числе! У вас что, совсем кризис с материалом?;Выявлены факты взаимодействия ИГ и коалиции США в Сирии — Минобороны https://t.co/LP7RycSjqO https://t.co/4A50Yz8AeZ
q;"@RT_russian И что теперь? Шойгу медаль дадут ""Он узнал то ,что очевидно""!?  Бомбите лучше террористов в России, кто… https://t.co/1LjlWlLRg2";Выявлены факты взаимодействия ИГ и коалиции США в Сирии — Минобороны https://t.co/LP7RycSjqO https://t.co/4A50Yz8AeZ
q;@RT_russian Ну выявили,дальше что? Предъявить, ,партнерам' свое несогласие?;Выявлены факты взаимодействия ИГ и коалиции США в Сирии — Минобороны https://t.co/LP7RycSjqO https://t.co/4A50Yz8AeZ
q;@RT_russian Ну,раз,наконец-то, выявили,то может боьше и не церимонится с этой коалицией?;Выявлены факты взаимодействия ИГ и коалиции США в Сирии — Минобороны https://t.co/LP7RycSjqO https://t.co/4A50Yz8AeZ
s;Обнимаю, до встречи в Лиме  :D;The Bell опубликовал записи переговоров Сечина и Улюкаева
s;баян, да;The Bell опубликовал записи переговоров Сечина и Улюкаева
s;"Согласен со всеми людьми из статьи. Ограничение контента и свобод в инете - это слишком. Эти ""люди"", которые просиживают штаны в думе и те, кто принимает законы совершенно потеряли связь с народом и выдумывают какие-то просто наитупейшие законы. Мы не Китай, в один день терпение лопнет у народа.";«Мы очень гордимся тем, что нарушаем этот закон» Представители VPN-сервисов рассказали «Медузе», почему они не собираются сотрудничать с российскими властями
s;ага +1 ));«Мы очень гордимся тем, что нарушаем этот закон» Представители VPN-сервисов рассказали «Медузе», почему они не собираются сотрудничать с российскими властями
s;Эту новость даже провластная Лента запостила, настолько она ржачная);Минобороны выложило «неоспоримое» доказательство сотрудничества США с ИГ: скриншот из мобильной игры
s;Горжусь Россией;Минобороны выложило «неоспоримое» доказательство сотрудничества США с ИГ: скриншот из мобильной игры
s;"Они же специально это делают, чтобы превратить всё  инфополе в одну коричневую массу, в которой легко и удобно конфисковывать пенсии у российских пенсионеров, строить себе дворцы ""благотворительнымии фондами"" и скупать пентхаусы в Майами.";Минобороны выложило «неоспоримое» доказательство сотрудничества США с ИГ: скриншот из мобильной игры
s;вот оно днище............вот оно;Минобороны выложило «неоспоримое» доказательство сотрудничества США с ИГ: скриншот из мобильной игры
s;Даже агитпроп работает по остаточному принципу. Потому что, какая задача наиважнейшая  на текущий момент, товарищи? Правильно, все собранное должно быть надежно сохранено!;Минобороны выложило «неоспоримое» доказательство сотрудничества США с ИГ: скриншот из мобильной игры
s;достойно!));Минобороны выложило «неоспоримое» доказательство сотрудничества США с ИГ: скриншот из мобильной игры
s;Молния от ТАСС! МИНОБОРОНЫ РФ ПРОВОДИТ ПРОВЕРКУ В ОТНОШЕНИИ ГРАЖДАНСКОГО СОТРУДНИКА, КОТОРЫЙ ПРИКРЕПИЛ НЕ ТЕ ФОТО К ЗАЯВЛЕНИЮ ВЕДОМСТВА ПО БУ-КЕМАЛЮ – ВЕДОМСТВО;Минобороны выложило «неоспоримое» доказательство сотрудничества США с ИГ: скриншот из мобильной игры
s;А еще что-то на Псаки псакали, а сами и оказались псаками...;Минобороны выложило «неоспоримое» доказательство сотрудничества США с ИГ: скриншот из мобильной игры
s;насколько убого врут;Минобороны выложило «неоспоримое» доказательство сотрудничества США с ИГ: скриншот из мобильной игры
s;Светская страна, млять. Реально катимся в средневековье. Не основы финансовой грамотности, не основы предпринимательства, не астрономия (которую отменили на кой то чёрт), а РЕЛИГИЯ. Как так то?;Российские мусульмане предложили преподавать «Основы религиозных культур» с 4 по 11 классы
s;"Да come on! Условные ""Основы религиозных культур мира"" - вполне себе годный предмет для развития детей. Это ж действительно крайне интересная область для исследования. Вот только преподавать это должны преподы-религиоведы, а не миссионеры от какой бы то ни было религии. ИМХО, именно ИЗУЧЕНИЕ мировых и локальных религий/культов/сект даёт понимание того, что они все весьма противоречивы и состоят из одних и тех же составных частей.";Российские мусульмане предложили преподавать «Основы религиозных культур» с 4 по 11 классы
s;@(Roman Yerin) С предметом-то всё по-прежнему ок. Он остается годным вне зависимости от засилья попов в школах. Наличие слепого водителя за рулем Mercedes не делает данную машину плохой);Российские мусульмане предложили преподавать «Основы религиозных культур» с 4 по 11 классы
s;Тем временем в Татарстане убирают государственный язык из программы обучения из-за нехватки свободного учебного времени.;Российские мусульмане предложили преподавать «Основы религиозных культур» с 4 по 11 классы
s;"@(Kirill Dmitriev) ну В ТЕОРИИ, может, и неплохой (на уровне Истории, скажем). Но смотреть то нужно на практику - и если на практике получается, что вместо основ культур насаждают религию, то предмет нужно убирать (как минимум до тех пор пока его не ""починят"").";Российские мусульмане предложили преподавать «Основы религиозных культур» с 4 по 11 классы
s;"Главное в предмет не забыть добавить ""Основы культуры Летающего Макаронного Монстра""";Российские мусульмане предложили преподавать «Основы религиозных культур» с 4 по 11 классы
s;@(Dmitry Smirnov) Повторюсь, с предметом всё замечательно, чинить его не надо. Чинить нужно а) сис-му преподавания б) самих преподающих.;Российские мусульмане предложили преподавать «Основы религиозных культур» с 4 по 11 классы
s;@(Dmitry Smirnov) И он хорош не только в теории, но и на практике. Огромное количество культурных феноменов без их тесной взаимосвязи с религией рассматривать невозможно. К религии in general можно относиться как угодно, но вот отрицать того, что она оказала мощнейшее влияние на развитие человечества, как-то недальновидно. По поводу того хорошее это влияние или плохое (мой голос в эту копилочку) можно порассуждать.;Российские мусульмане предложили преподавать «Основы религиозных культур» с 4 по 11 классы
s;Не разделяю модную сейчас ненависть к религии, но согласен, что лучше бы это все преподавать в воскресных школах. А детей учить экономике и прочим важным в жизни вещам. Например, можно их сделать политически и экономически грамотными, чтобы они познакомились с рынком работ до того, как войдут на него, хотя бы в теории. Вообще, школьное образование имеет в себе много лишнего типа высшей математики в старших классах для всех, когда людей уже надо определять профессионально. А вот литературу можно попозже начинать преподавать, да и подход сменить с советского на нормальный.;Российские мусульмане предложили преподавать «Основы религиозных культур» с 4 по 11 классы
s;"@(Kirill Dmitriev) Так и я об этом же - предмет - это не только материал, но и преподаватель - его обучение и нормативы преподавания. А про культурные феномены и влияния её на историю - так для этого уже есть предмет - собственно, ""История"" - добавить туда пару глав про историю религии и её влияния на общество и достаточно. Я вот не понимаю почему нужно религию изучать целый год, не говоря уж про несколько лет. И, главное, неужто нет более важных предметов? Вот я выше писал - основы финансовой грамотности были бы В РАЗЫ полезней - в конце концов с деньгами люди имеют дело каждый день в течении всей жизни.";Российские мусульмане предложили преподавать «Основы религиозных культур» с 4 по 11 классы
s;это как с запретом мощных пылесосов в ЕС - типа борьба за экономию энергии, а на самом деле протекционизм, чтобы не пустить британских производителей с дешевыми и мощными пылесосами;Гипермаркеты «Ашан» откажутся от бесплатных пакетов
s;Давно пора!;Гипермаркеты «Ашан» откажутся от бесплатных пакетов
s;@(Igor Dobryninsky) платные пакеты, как известно, экологии никак не вредят :D;Гипермаркеты «Ашан» откажутся от бесплатных пакетов
s;"идея в многократном использовании дорогих и прочных пакетов а-ля ""советская авоська"". А мусор будет жить и транспортироваться тоже в платных пакетах, только тонких, одноразовых.";Гипермаркеты «Ашан» откажутся от бесплатных пакетов
